streaming_log,FTW,Mok2011QoE,Liu2012QoE,Xue2014QoE,Yin2015QoE,Spiteri2016QoE,Bentaleb2016QoE,SQI,P1203,VideoATLAS,KSQI
0532.csv,5.2,9019.87,53.634,0.35,2710.945,3.761,72.882,73.714,0.418,66.553,73.636
0533.csv,5.2,9019.87,113.118,0.353,3570.788,4.373,75.128,76.143,0.508,66.691,76.064
0534.csv,5.2,9019.87,168.027,0.355,8176.63,4.53,77.472,78.286,0.416,72.186,78.551
0535.csv,5.2,9019.87,57.556,0.346,546.73,3.681,58.687,60.429,0.78,54.267,59.666
0536.csv,5.2,9019.87,98.845,0.352,2900.192,4.255,75.977,76.857,0.463,68.382,77.123
0537.csv,5.2,9019.87,73.82,0.349,1282.7,4.009,68.516,70.0,0.722,62.506,69.473
0538.csv,5.2,9019.87,18.571,0.342,939.533,2.886,51.661,52.857,0.874,49.279,52.369
0539.csv,5.2,9019.87,28.285,0.345,1292.029,3.272,60.899,62.0,0.667,56.424,61.677
0540.csv,4.696,6565.719,33.434,0.339,1365.76,3.401,63.847,66.709,0.644,56.5,67.076
0541.csv,5.2,9019.87,57.305,0.737,3286.904,4.168,94.866,95.0,-0.773,80.509,95.0
0542.csv,4.338,6565.719,246.103,0.537,12935.99,4.541,52.57,65.279,-0.319,73.476,76.534
0543.csv,3.03,6565.719,244.597,0.494,12537.181,4.267,41.451,51.305,0.587,60.548,57.027
0544.csv,4.445,6565.719,82.014,0.597,3802.334,3.812,65.727,71.192,-0.412,70.253,78.989
0545.csv,5.2,9019.87,123.079,0.763,6927.929,4.943,97.971,98.0,-0.824,81.506,98.0
0546.csv,4.621,6565.719,94.442,0.707,4861.741,4.438,86.571,86.73,-0.535,71.097,88.66
0547.csv,5.2,9019.87,15.439,0.74,803.772,2.839,51.94,52.429,0.45,48.98,52.611
0548.csv,4.652,6565.719,25.317,0.688,1206.369,3.234,71.103,71.01,-0.131,63.821,70.561
0549.csv,2.377,6565.719,27.971,0.471,-37.34,2.348,31.078,41.421,0.766,60.738,38.329
0550.csv,5.2,9019.87,57.305,0.737,3286.904,4.168,99.4,99.429,-0.909,81.88,99.429
0551.csv,4.342,6565.719,246.183,0.54,12956.322,4.555,55.042,66.976,-0.367,73.567,78.391
0552.csv,3.03,6565.719,244.591,0.493,12535.304,4.266,43.303,52.803,0.566,60.532,58.884
0553.csv,4.444,6565.719,81.996,0.596,3798.268,3.81,67.766,73.056,-0.613,70.503,81.131
0554.csv,5.2,9019.87,123.079,0.763,6927.929,4.943,100.0,100.0,-0.913,82.012,100.0
0555.csv,4.667,6565.719,90.294,0.74,5074.787,4.499,94.104,90.689,-0.75,71.506,90.803
0556.csv,5.2,9019.87,15.439,0.74,803.772,2.839,60.883,61.429,0.427,55.944,61.55
0557.csv,4.653,6565.719,25.342,0.688,1211.061,3.238,84.301,82.205,-0.11,69.814,82.66
0558.csv,2.353,6565.719,27.696,0.463,-112.723,2.296,38.757,46.283,0.798,60.738,45.96
0559.csv,5.2,9019.87,57.305,0.737,3286.904,4.168,87.504,87.714,-0.211,76.952,87.714
0560.csv,4.34,6565.719,246.14,0.538,12945.374,4.548,54.737,66.905,-0.322,73.547,78.391
0561.csv,3.029,6565.719,244.585,0.493,12533.74,4.265,43.26,52.795,0.59,60.532,58.884
0562.csv,4.445,6565.719,82.011,0.596,3801.708,3.812,59.767,67.621,-0.195,68.931,74.469
0563.csv,5.2,9019.87,123.079,0.763,6927.929,4.943,96.018,96.143,-0.822,80.922,96.143
0564.csv,4.667,6565.719,90.288,0.74,5073.536,4.499,86.526,84.156,-0.368,70.06,83.374
0565.csv,5.2,9019.87,15.439,0.74,803.772,2.839,30.578,31.143,0.932,39.817,31.483
0566.csv,4.653,6565.719,25.335,0.688,1209.81,3.237,55.304,57.11,0.729,52.821,56.561
0567.csv,2.356,6565.719,27.731,0.464,-103.026,2.303,17.056,35.261,1.023,60.738,30.037
0568.csv,5.2,9019.87,59.383,0.445,3508.23,4.181,80.409,80.571,-0.769,72.101,80.571
0569.csv,3.684,7134.229,232.107,0.343,12562.096,4.259,46.467,58.413,-0.01,61.493,76.56
0570.csv,2.219,6565.719,250.015,0.232,12843.526,3.216,-3.575,29.127,1.006,60.729,33.931
0571.csv,3.864,7134.229,82.702,0.363,3859.1,3.671,53.813,59.484,-0.121,61.001,72.583
0572.csv,4.718,6849.974,131.475,0.498,7634.023,4.984,91.183,91.379,-0.556,69.855,91.571
0573.csv,3.96,6849.974,93.068,0.411,4973.07,4.087,64.797,69.318,-0.262,61.33,74.07
0574.csv,4.711,6849.974,13.782,0.432,689.674,2.649,41.902,43.197,0.631,42.137,43.819
0575.csv,4.217,7134.229,26.455,0.404,1275.501,3.117,57.862,57.026,0.118,56.928,66.429
0576.csv,2.523,6849.974,25.14,0.251,-244.84,2.026,4.798,38.751,0.878,60.715,43.674
0577.csv,5.2,9019.87,59.383,0.445,3508.23,4.181,93.018,93.143,-0.917,79.752,93.143
0578.csv,3.684,7134.229,232.107,0.344,12575.494,4.268,51.171,62.099,-0.05,61.468,80.989
0579.csv,2.217,6565.719,249.984,0.231,12832.266,3.208,-0.556,31.428,0.996,60.728,37.217
0580.csv,3.86,7134.229,76.028,0.349,3475.84,3.573,62.195,65.511,-0.28,61.713,80.44
0581.csv,5.2,9019.87,126.566,0.5,7323.189,4.947,98.819,98.857,-0.942,81.738,98.857
0582.csv,3.965,6849.974,93.128,0.412,4989.473,4.098,74.42,76.428,-0.431,61.93,82.011
0583.csv,4.711,6849.974,15.915,0.43,856.666,2.756,58.268,59.465,0.568,51.361,60.121
0584.csv,4.218,7134.229,26.465,0.404,1274.352,3.116,72.748,70.938,0.14,60.354,81.286
0585.csv,2.53,6849.974,25.214,0.252,-223.425,2.04,19.457,45.805,0.89,60.732,53.753
0586.csv,5.2,9019.87,59.383,0.445,3508.23,4.181,75.113,75.286,-0.186,67.878,75.286
0587.csv,3.686,7134.229,232.128,0.344,12578.027,4.27,44.699,56.915,-0.015,61.464,74.216
0588.csv,2.222,6565.719,250.05,0.233,12856.038,3.224,-4.96,27.94,1.005,60.729,32.217
0589.csv,3.865,7134.229,82.716,0.364,3861.893,3.673,48.48,54.861,0.074,60.122,67.284
0590.csv,4.718,6849.974,131.473,0.498,7633.302,4.984,86.589,86.808,-0.554,68.209,87.0
0591.csv,3.963,6849.974,93.103,0.411,4981.058,4.092,59.844,64.707,-0.096,60.629,68.927
0592.csv,4.711,6849.974,15.912,0.43,855.224,2.755,38.528,39.823,0.956,40.989,40.413
0593.csv,4.215,7134.229,26.429,0.403,1267.879,3.112,50.427,50.145,0.815,54.962,59.143
0594.csv,2.533,6849.974,25.253,0.253,-209.235,2.05,-0.382,35.202,1.104,60.704,38.77
0595.csv,5.2,9019.87,56.544,0.522,3197.51,4.134,94.704,94.857,-0.774,80.455,94.857
0596.csv,3.756,6849.974,223.541,0.419,10665.41,4.604,59.776,70.479,-0.15,61.719,80.417
0597.csv,3.573,6565.719,242.752,0.372,12150.628,4.319,45.081,55.989,0.576,59.964,66.446
0598.csv,4.142,6849.974,76.451,0.503,4097.744,4.166,85.973,82.931,-0.207,62.007,88.517
0599.csv,5.2,9019.87,115.825,0.56,6034.775,4.862,98.18,98.286,-0.819,81.586,98.286
0600.csv,5.2,9019.87,96.019,0.566,5484.987,4.682,97.914,98.0,-0.817,81.506,98.0
0601.csv,5.2,9019.87,16.152,0.507,876.499,2.826,71.655,72.0,0.492,65.084,72.0
0602.csv,4.701,6849.974,25.681,0.501,1260.675,3.277,84.315,82.778,-0.074,68.368,87.714
0603.csv,3.529,6565.719,28.243,0.317,-102.838,2.313,33.371,49.047,0.621,61.29,57.143
0604.csv,4.085,6565.719,61.692,0.477,2600.065,3.793,77.196,73.647,0.441,61.743,73.973
0605.csv,3.737,6849.974,223.321,0.41,10568.195,4.537,58.581,67.382,-0.162,61.663,78.391
0606.csv,3.572,6565.719,242.736,0.372,12146.249,4.316,45.283,62.017,0.556,59.948,75.929
0607.csv,4.143,6849.974,76.462,0.503,4099.357,4.167,88.401,85.101,-0.4,62.047,90.803
0608.csv,5.2,9019.87,115.825,0.56,6034.775,4.862,100.0,100.0,-0.962,82.012,100.0
0609.csv,5.2,9019.87,96.019,0.566,5484.987,4.682,100.0,100.0,-1.015,82.012,100.0
0610.csv,5.2,9019.87,16.152,0.507,876.499,2.826,83.132,83.429,0.476,74.181,83.429
0611.csv,4.701,6849.974,25.675,0.501,1258.512,3.275,92.77,90.964,-0.05,70.912,96.143
0612.csv,3.529,6565.719,28.235,0.317,-105.028,2.311,39.682,54.107,0.643,61.606,63.429
0613.csv,5.2,9019.87,56.544,0.522,3197.51,4.134,89.723,89.857,-0.192,78.158,89.857
0614.csv,3.757,6849.974,223.55,0.419,10669.233,4.607,58.561,69.406,-0.151,61.735,79.131
0615.csv,3.579,6565.719,242.814,0.374,12167.519,4.331,44.4,60.971,0.57,60.025,74.5
0616.csv,4.142,6849.974,76.448,0.503,4098.583,4.167,82.279,79.437,-0.017,61.855,84.803
0617.csv,5.2,9019.87,115.825,0.56,6034.775,4.862,95.485,95.571,-0.711,80.721,95.571
0618.csv,5.2,9019.87,96.019,0.566,5484.987,4.682,95.057,95.143,-0.635,80.563,95.143
0619.csv,5.2,9019.87,16.152,0.507,876.499,2.826,61.979,62.286,0.915,56.665,62.336
0620.csv,4.7,6849.974,25.667,0.501,1254.907,3.273,75.369,74.085,0.719,63.871,78.857
0621.csv,3.534,6565.719,28.291,0.318,-89.388,2.322,26.574,45.991,0.96,60.381,52.324
0622.csv,5.2,9019.87,58.995,0.604,3553.302,4.174,90.742,90.857,-0.772,78.677,90.857
0623.csv,4.379,6565.719,230.668,0.407,12597.319,4.593,55.011,64.131,-0.366,68.178,73.82
0624.csv,3.438,6565.719,248.46,0.327,13536.822,4.023,28.809,47.979,0.684,60.018,58.117
0625.csv,3.607,6849.974,79.301,0.527,4339.669,4.066,75.055,73.257,-0.037,60.735,74.891
0626.csv,5.2,9019.87,109.787,0.605,6246.654,4.782,93.914,94.0,-0.817,80.115,94.0
0627.csv,5.2,9019.87,89.09,0.618,5551.636,4.601,93.504,93.571,-0.811,79.936,93.571
0628.csv,5.2,9019.87,16.774,0.648,944.722,2.843,66.827,67.143,0.48,60.853,67.153
0629.csv,4.716,6565.719,26.927,0.638,1641.595,3.4,81.058,81.429,-0.204,65.646,81.571
0630.csv,2.74,6565.719,26.81,0.31,-613.747,1.75,4.038,34.548,0.925,60.6,39.663
0631.csv,5.2,9019.87,58.995,0.604,3553.302,4.174,98.524,98.571,-0.912,81.663,98.571
0632.csv,4.377,6565.719,230.636,0.406,12589.499,4.588,59.403,68.001,-0.408,68.313,78.391
0633.csv,3.441,6565.719,248.498,0.328,13548.083,4.03,33.466,51.395,0.662,59.82,62.403
0634.csv,3.61,6849.974,79.328,0.528,4345.299,4.07,81.698,79.263,-0.209,60.753,81.32
0635.csv,5.2,9019.87,109.787,0.605,6246.654,4.782,99.705,99.714,-1.018,81.947,99.714
0636.csv,5.2,9019.87,89.09,0.618,5551.636,4.601,99.705,99.714,-1.08,81.947,99.714
0637.csv,5.2,9019.87,16.774,0.648,944.722,2.843,78.541,78.857,0.456,70.779,78.857
0638.csv,4.716,6565.719,26.939,0.638,1643.785,3.401,92.453,92.718,-0.18,70.229,92.857
0639.csv,2.747,6565.719,26.883,0.312,-589.975,1.766,14.616,38.446,0.937,60.71,46.754
0640.csv,5.2,9019.87,58.995,0.604,3553.302,4.174,83.161,83.286,-0.192,74.081,83.286
0641.csv,4.373,6565.719,230.564,0.404,12571.67,4.575,53.724,63.481,-0.359,68.095,73.249
0642.csv,3.441,6565.719,248.493,0.327,13546.519,4.029,28.65,47.684,0.682,60.036,57.689
0643.csv,3.607,6849.974,79.306,0.527,4341.016,4.067,68.648,68.7,0.144,60.67,68.463
0644.csv,5.2,9019.87,109.787,0.605,6246.654,4.782,88.59,88.714,-0.63,77.531,88.714
0645.csv,5.2,9019.87,89.09,0.618,5551.636,4.601,87.085,87.143,-0.559,76.609,87.143
0646.csv,5.2,9019.87,16.774,0.648,944.722,2.843,47.903,48.286,0.917,46.293,48.426
0647.csv,4.718,6565.719,26.969,0.639,1649.102,3.405,67.248,67.511,0.702,56.819,67.571
0648.csv,2.738,6565.719,26.781,0.309,-623.131,1.743,-7.147,29.957,1.138,60.283,32.337
0649.csv,4.607,6565.719,61.775,0.389,3277.251,3.939,74.313,76.296,-0.263,68.052,78.231
0650.csv,4.451,6565.719,237.076,0.385,12748.39,4.817,67.133,72.12,-0.458,67.981,79.846
0651.csv,3.249,6565.719,263.323,0.248,13732.39,3.614,13.657,45.384,0.897,59.699,59.766
0652.csv,3.567,6849.974,82.491,0.389,4197.152,4.068,72.553,70.134,-0.025,60.732,70.61
0653.csv,5.2,9019.87,139.635,0.477,7860.431,5.023,96.266,96.429,-0.832,81.019,96.429
0654.csv,4.694,6565.719,108.829,0.47,6236.163,4.71,92.527,94.472,-0.536,70.857,95.571
0655.csv,5.2,9019.87,18.316,0.426,986.104,2.929,52.111,52.857,0.467,49.279,52.881
0656.csv,5.2,9019.87,28.788,0.424,1721.494,3.477,70.683,71.143,-0.367,64.342,70.846
0657.csv,2.384,6565.719,27.315,0.216,-603.748,1.806,-2.854,38.406,1.007,60.723,45.529
0658.csv,4.61,6565.719,61.827,0.39,3287.573,3.946,83.411,84.67,-0.361,70.758,86.946
0659.csv,4.453,6565.719,237.116,0.386,12757.773,4.823,68.795,73.329,-0.507,68.022,81.131
0660.csv,3.246,6565.719,263.292,0.247,13722.381,3.607,14.131,43.364,0.882,59.656,57.541
0661.csv,3.567,6849.974,82.495,0.389,4198.426,4.069,78.704,74.993,-0.191,60.753,76.61
0662.csv,5.2,9019.87,139.635,0.477,7860.431,5.023,99.543,99.571,-0.919,81.914,99.571
0663.csv,4.695,6565.719,108.837,0.47,6237.727,4.711,96.581,98.302,-0.71,71.494,99.429
0664.csv,5.2,9019.87,18.316,0.426,986.104,2.929,64.891,65.714,0.451,59.609,65.541
0665.csv,5.2,9019.87,28.788,0.424,1721.494,3.477,84.722,85.143,-0.336,75.343,84.584
0666.csv,2.397,6565.719,27.472,0.218,-553.701,1.84,10.628,43.774,1.012,60.734,53.701
0667.csv,4.611,6565.719,61.864,0.39,3295.08,3.951,66.772,69.542,0.172,63.942,70.017
0668.csv,4.451,6565.719,237.074,0.385,12748.077,4.817,64.086,69.461,-0.458,67.786,76.846
0669.csv,3.247,6565.719,263.301,0.247,13725.196,3.609,11.275,41.26,0.897,59.808,54.684
0670.csv,4.012,6565.719,82.546,0.391,4214.44,4.08,64.788,66.584,-0.022,60.858,66.32
0671.csv,5.2,9019.87,125.713,0.477,6939.425,4.888,89.637,89.857,-0.679,78.158,89.857
0672.csv,2.615,6565.719,85.975,0.285,3723.683,3.217,27.256,38.626,0.793,60.732,37.467
0673.csv,5.2,9019.87,18.316,0.426,986.104,2.929,44.625,45.286,0.911,44.601,45.37
0674.csv,5.2,9019.87,28.788,0.424,1721.494,3.477,62.236,62.714,0.62,57.028,62.52
0675.csv,2.388,6565.719,27.364,0.216,-588.108,1.816,-10.751,33.862,1.126,60.71,38.746
0676.csv,5.2,9019.87,57.969,0.338,2808.965,4.216,94.571,94.714,-0.775,80.4,94.714
0677.csv,3.042,6565.719,265.057,0.22,12494.154,4.379,42.536,54.617,0.139,60.832,65.017
0678.csv,1.928,5363.179,261.681,0.172,11485.089,3.685,14.401,42.105,0.981,60.738,51.967
0679.csv,4.425,6565.719,82.146,0.258,3076.157,3.793,63.533,70.819,-0.386,70.17,79.274
0680.csv,4.24,6565.719,130.267,0.33,6816.575,4.909,94.031,96.536,-0.316,62.085,98.143
0681.csv,4.623,6565.719,90.046,0.312,4469.419,4.397,87.106,87.102,-0.491,71.148,88.946
0682.csv,5.2,9019.87,15.64,0.335,711.491,2.861,51.645,52.143,0.497,48.782,52.283
0683.csv,4.628,6565.719,26.027,0.309,1067.088,3.222,70.189,72.013,-0.11,64.786,72.419
0684.csv,2.147,6565.719,25.876,0.175,-962.619,1.811,9.447,27.857,0.902,60.738,24.091
0685.csv,5.2,9019.87,57.969,0.338,2808.965,4.216,99.409,99.429,-0.868,81.88,99.429
0686.csv,3.062,6565.719,265.268,0.223,12551.395,4.419,45.885,62.142,0.093,60.831,75.929
0687.csv,1.925,5363.179,261.638,0.171,11471.013,3.676,15.762,43.33,0.969,60.738,53.681
0688.csv,4.427,6565.719,82.176,0.259,3083.039,3.798,65.63,72.496,-0.586,70.393,81.131
0689.csv,4.241,6565.719,130.273,0.331,6817.826,4.91,95.971,98.377,-0.386,62.116,100.0
0690.csv,4.62,6565.719,89.984,0.311,4457.22,4.388,88.671,88.76,-0.757,71.373,90.803
0691.csv,5.2,9019.87,15.64,0.335,711.491,2.861,59.702,60.286,0.45,54.993,60.407
0692.csv,4.629,6565.719,26.051,0.309,1071.78,3.225,82.491,82.263,-0.089,70.035,83.66
0693.csv,2.148,6565.719,25.886,0.176,-959.491,1.813,18.63,33.547,0.912,60.738,33.436
0694.csv,5.2,9019.87,57.969,0.338,2808.965,4.216,87.351,87.571,-0.1,76.867,87.571
0695.csv,3.053,6565.719,265.171,0.222,12525.121,4.401,45.152,61.99,0.131,60.83,75.929
0696.csv,1.937,5363.179,261.837,0.174,11535.761,3.72,17.567,43.569,0.975,60.738,53.681
0697.csv,4.426,6565.719,82.153,0.258,3077.721,3.794,58.1,67.669,-0.169,69.028,75.183
0698.csv,3.84,6565.719,130.077,0.328,6780.917,4.885,91.522,94.752,-0.086,60.76,96.714
0699.csv,4.623,6565.719,90.036,0.311,4467.542,4.395,81.577,82.607,-0.287,69.975,83.517
0700.csv,5.2,9019.87,15.64,0.335,711.491,2.861,29.254,29.857,0.931,39.645,30.173
0701.csv,4.626,6565.719,25.999,0.309,1061.457,3.218,53.965,57.353,0.73,53.765,57.344
0702.csv,2.209,6565.719,26.681,0.187,-713.95,1.982,4.465,27.638,1.07,60.738,22.607
0703.csv,4.701,6565.719,58.095,0.345,3291.699,4.115,90.053,91.485,-0.516,70.045,92.286
0704.csv,2.802,7134.229,235.623,0.232,12875.606,4.268,50.211,58.896,0.31,60.733,80.131
0705.csv,1.93,5363.179,255.049,0.18,13500.255,3.644,15.597,45.318,1.022,60.738,55.287
0706.csv,3.817,7134.229,80.702,0.248,3867.145,3.521,58.057,64.137,-0.077,61.651,80.011
0707.csv,3.891,6849.974,134.292,0.348,7618.147,4.947,95.23,96.678,-0.109,60.764,98.0
0708.csv,3.948,6849.974,95.569,0.287,4977.078,4.083,71.82,74.901,-0.249,61.883,81.011
0709.csv,4.705,6849.974,14.739,0.327,722.988,2.677,52.973,52.038,0.576,48.205,55.846
0710.csv,4.188,7134.229,26.899,0.3,1202.176,3.075,67.597,67.489,0.136,59.766,78.571
0711.csv,2.031,5647.434,23.486,0.192,-479.926,1.902,12.458,41.826,1.01,60.738,45.979
0712.csv,4.7,6565.719,58.076,0.345,3288.258,4.113,97.024,98.386,-0.611,71.484,99.286
0713.csv,3.23,7134.229,236.075,0.239,12995.273,4.35,54.505,62.706,0.081,60.734,81.131
0714.csv,1.9,5363.179,254.518,0.172,13324.467,3.523,11.61,37.559,1.031,60.738,43.094
0715.csv,3.818,7134.229,80.716,0.248,3869.361,3.522,62.273,67.501,-0.247,61.741,84.011
0716.csv,3.889,6849.974,134.272,0.348,7610.144,4.941,97.155,98.536,-0.166,60.764,100.0
0717.csv,3.949,6849.974,95.589,0.287,4983.33,4.088,75.07,77.663,-0.414,61.943,84.011
0718.csv,4.705,6849.974,14.734,0.327,720.825,2.675,65.876,64.762,0.552,57.308,68.766
0719.csv,4.187,7134.229,26.882,0.3,1202.074,3.075,80.171,79.132,0.158,61.607,91.143
0720.csv,2.034,5647.434,23.532,0.193,-468.612,1.91,23.919,47.537,1.021,60.738,53.879
0721.csv,4.701,6565.719,58.1,0.345,3292.637,4.116,82.641,84.13,0.086,67.233,84.857
0722.csv,3.211,7134.229,235.882,0.236,12936.898,4.31,51.825,59.102,0.126,60.736,79.989
0723.csv,1.894,5363.179,254.42,0.17,13291.311,3.5,9.771,39.312,1.053,60.738,46.09
0724.csv,3.82,7134.229,80.739,0.249,3890.767,3.537,52.993,59.764,0.11,61.283,74.583
0725.csv,3.892,6849.974,134.295,0.348,7613.466,4.944,92.424,93.921,-0.115,60.757,95.286
0726.csv,3.949,6849.974,89.768,0.286,4847.047,4.025,66.354,69.917,-0.062,61.564,75.44
0727.csv,4.705,6849.974,14.746,0.327,725.872,2.679,40.284,39.59,0.998,41.562,43.307
0728.csv,4.188,7134.229,26.902,0.3,1202.802,3.075,56.605,57.316,0.818,57.081,67.571
0729.csv,2.229,6849.974,23.534,0.193,-468.395,1.91,3.436,37.407,1.12,60.738,39.926
0730.csv,5.2,9019.87,55.432,0.377,3118.83,4.091,99.095,99.143,-0.767,81.811,99.143
0731.csv,3.744,7134.229,222.775,0.27,10630.24,4.465,57.759,66.885,-0.095,61.615,80.989
0732.csv,3.566,6565.719,239.698,0.248,11997.861,4.287,44.65,61.803,0.594,59.95,75.786
0733.csv,3.96,7134.229,79.728,0.299,3454.767,3.852,73.867,76.476,-0.201,61.894,86.521
0734.csv,5.2,9019.87,117.199,0.384,6008.19,4.855,99.676,99.714,-0.817,81.947,99.714
0735.csv,4.203,6849.974,84.164,0.359,4457.37,4.413,93.043,90.067,-0.28,62.096,90.517
0736.csv,4.716,6849.974,15.0,0.358,755.74,2.668,77.239,77.765,0.626,63.69,78.143
0737.csv,4.674,7134.229,27.457,0.333,1165.677,3.159,88.021,85.089,-0.044,70.661,96.143
0738.csv,3.095,6849.974,27.666,0.243,-46.64,2.453,46.266,57.927,0.667,60.73,66.081
0739.csv,5.2,9019.87,55.432,0.377,3118.83,4.091,100.0,100.0,-0.902,82.012,100.0
0740.csv,3.745,7134.229,222.79,0.271,10638.652,4.47,58.077,67.075,-0.136,61.616,81.131
0741.csv,3.566,6565.719,239.699,0.248,11998.174,4.287,44.821,61.922,0.572,59.943,75.929
0742.csv,3.959,7134.229,79.715,0.299,3445.661,3.846,74.204,76.759,-0.378,61.894,86.95
0743.csv,5.2,9019.87,117.199,0.384,6008.19,4.855,100.0,100.0,-0.958,82.012,100.0
0744.csv,4.207,6849.974,84.217,0.36,4466.635,4.419,93.64,90.433,-0.485,62.101,90.803
0745.csv,4.716,6849.974,14.996,0.358,754.058,2.667,87.131,87.553,0.606,68.598,88.0
0746.csv,4.673,7134.229,27.452,0.332,1163.274,3.157,91.53,88.282,-0.023,71.187,99.571
0747.csv,3.086,6849.974,27.575,0.241,-71.541,2.436,47.71,59.435,0.695,60.73,68.081
0748.csv,5.2,9019.87,55.432,0.377,3118.83,4.091,96.085,96.143,-0.167,80.922,96.143
0749.csv,3.751,7134.229,222.856,0.27,10633.282,4.467,58.121,66.847,-0.095,61.613,80.989
0750.csv,3.569,6565.719,239.729,0.248,12006.306,4.292,45.047,61.968,0.591,59.945,75.929
0751.csv,3.963,7134.229,79.759,0.299,3454.061,3.852,72.817,75.427,0.003,61.875,85.379
0752.csv,5.2,9019.87,111.792,0.383,5443.595,4.792,98.476,98.571,-0.483,81.663,98.571
0753.csv,4.212,6849.974,84.276,0.361,4479.288,4.428,92.492,89.176,-0.095,62.082,89.374
0754.csv,4.716,6849.974,15.0,0.358,755.5,2.668,64.767,65.394,0.95,55.429,65.724
0755.csv,4.673,7134.229,27.453,0.332,1163.754,3.158,80.033,77.548,0.628,68.247,88.143
0756.csv,3.088,6849.974,27.59,0.241,-69.348,2.438,39.523,52.737,1.0,60.697,59.594
0757.csv,5.2,9019.87,58.743,0.344,3604.031,4.16,95.19,95.286,-0.771,80.616,95.286
0758.csv,2.659,5363.179,229.307,0.269,12464.251,4.729,63.656,73.821,0.313,60.738,82.154
0759.csv,2.375,5363.179,249.267,0.261,14355.232,4.726,60.298,72.942,0.713,60.738,82.154
0760.csv,3.67,6849.974,75.605,0.305,4270.59,4.108,82.464,77.89,-0.066,60.754,78.463
0761.csv,5.2,9019.87,119.142,0.349,6857.457,4.862,96.943,97.0,-0.819,81.205,97.0
0762.csv,5.2,9019.87,99.711,0.346,5990.987,4.699,96.943,97.0,-0.813,81.205,97.0
0763.csv,5.2,9019.87,16.945,0.341,926.327,2.849,71.427,71.714,0.487,64.837,71.714
0764.csv,5.2,9019.87,26.706,0.343,1595.308,3.404,85.647,85.714,-0.344,75.715,85.714
0765.csv,3.343,6565.719,26.879,0.181,-374.367,1.883,14.63,40.209,0.813,61.009,50.237
0766.csv,5.2,9019.87,58.743,0.344,3604.031,4.16,99.705,99.714,-0.912,81.947,99.714
0767.csv,2.657,5363.179,229.294,0.269,12461.123,4.727,65.464,75.425,0.288,60.738,84.011
0768.csv,2.458,5363.179,250.127,0.274,14558.859,4.866,67.871,76.082,0.616,60.738,84.011
0769.csv,3.67,6849.974,75.601,0.305,4268.259,4.107,85.615,87.538,-0.236,60.756,90.803
0770.csv,5.2,9019.87,119.142,0.349,6857.457,4.862,100.0,100.0,-0.962,82.012,100.0
0771.csv,5.2,9019.87,99.711,0.346,5990.987,4.699,100.0,100.0,-1.014,82.012,100.0
0772.csv,5.2,9019.87,16.945,0.341,926.327,2.849,83.17,83.429,0.463,74.181,83.429
0773.csv,5.2,9019.87,26.706,0.343,1595.308,3.404,96.247,96.286,-0.317,80.971,96.286
0774.csv,3.381,6565.719,27.303,0.187,-243.62,1.973,26.751,49.792,0.801,61.486,61.406
0775.csv,5.2,9019.87,58.743,0.344,3604.031,4.16,88.58,88.714,-0.192,77.531,88.714
0776.csv,2.924,6565.719,228.985,0.264,12387.617,4.677,62.681,71.302,0.201,60.731,80.417
0777.csv,2.436,5363.179,249.896,0.271,14505.059,4.829,65.78,75.169,0.66,60.738,83.44
0778.csv,3.669,6849.974,75.589,0.305,4267.389,4.106,76.801,73.319,0.129,60.725,72.891
0779.csv,5.2,9019.87,119.142,0.349,6857.457,4.862,94.323,94.429,-0.716,80.288,94.429
0780.csv,5.2,9019.87,99.711,0.346,5990.987,4.699,92.647,92.714,-0.628,79.563,92.714
0781.csv,5.2,9019.87,16.945,0.341,926.327,2.849,51.77,52.143,0.915,48.782,52.194
0782.csv,5.2,9019.87,26.706,0.343,1595.308,3.404,72.057,72.143,0.629,65.207,72.143
0783.csv,3.341,6565.719,26.858,0.181,-380.623,1.879,4.674,35.831,1.079,59.42,43.074
0784.csv,4.612,6565.719,62.23,0.317,3048.006,3.961,83.844,84.892,-0.258,70.793,87.089
0785.csv,2.962,6849.974,238.511,0.276,12045.523,4.733,65.62,75.319,0.157,60.735,84.011
0786.csv,2.344,6565.719,262.871,0.177,12579.032,3.629,14.898,48.747,1.043,60.728,68.846
0787.csv,3.564,6849.974,86.227,0.296,4146.843,4.075,78.488,74.883,-0.011,60.751,77.039
0788.csv,5.2,9019.87,130.76,0.354,6761.222,4.9,99.4,99.429,-0.821,81.88,99.429
0789.csv,4.214,6565.719,110.059,0.337,5905.442,4.64,93.618,90.172,-0.13,62.099,90.231
0790.csv,5.2,9019.87,18.694,0.341,950.289,2.955,64.044,64.714,0.466,58.743,64.499
0791.csv,4.71,6565.719,28.409,0.339,1606.775,3.445,82.781,83.781,-0.206,66.924,83.929
0792.csv,3.196,6565.719,26.75,0.158,-914.375,1.561,0.111,36.543,0.959,60.969,48.013
0793.csv,4.612,6565.719,62.226,0.317,3047.068,3.96,87.076,87.875,-0.366,71.28,90.231
0794.csv,3.351,6849.974,238.626,0.277,12071.607,4.751,66.361,72.536,-0.054,60.685,81.131
0795.csv,2.33,6565.719,262.696,0.174,12521.166,3.589,13.285,48.509,1.046,60.728,68.846
0796.csv,3.563,6849.974,86.216,0.296,4145.973,4.074,79.199,75.538,-0.175,60.751,77.753
